Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,69036,69,BODALLA POST OFFICE                     ,01/1876,       ,-36.0876,150.0508,GPS            ,NSW,42,      ,     ,1878,2015,93,98,  *,0,2,0,#
st,69037,69,BELOWRA STATION                         ,Jan-38,       ,-36.201,149.7106,GPS            ,NSW,113,      ,     ,1953,2015,99,99,  *,0,  *,0,#
st,69040,69,KIOLOA OLD POST OFFICE                  ,Jan-57,       ,-35.5448,150.3758,GPS            ,NSW,30,      ,     ,1957,2015,95,96,  *,0,3,0,#
st,69041,69,CHARLEYONG                              ,Jan-51,       ,-35.2514,149.9158,GPS            ,NSW,570,      ,     ,1951,2015,99,99,  *,0,1,0,#
st,69042,69,MORUYA (THE LAGOON)                     ,Jan-60,       ,-35.7661,149.9416,GPS            ,NSW,70,      ,     ,1960,2015,96,99,  *,0,1,0,#
st,69047,69,NIMMITABEL (KYBEYAN (DOOLONDONDOO))     ,Jan-01,       ,-36.363,149.4909,GPS            ,NSW,1020,      ,     ,2001,2015,99,97,2,0,1,0,#
st,69048,69,UPPER DEUA (WARAWITCHA)                 ,May-01,       ,-35.757,149.8238,GPS            ,NSW,166,      ,     ,2001,2015,97,94,2,0,4,0,#
st,69049,69,NERRIGA COMPOSITE                       ,01/1898,       ,-35.1165,150.0847,GPS            ,NSW,630,      ,94942,1898,2014,73,97,1,  *,2,0,#
st,69050,69,COBARGO (WANDELLA)                      ,Jan-65,       ,-36.2966,149.8431,GPS            ,NSW,135,      ,     ,1965,2015,99,99,  *,0,1,0,#
st,69052,69,BATEMANS BAY - BUCKENBOWRA              ,Jan-43,       ,-35.7343,150.0508,GPS            ,NSW,30,      ,     ,1943,2015,99,99,  *,0,  *,0,#
st,69054,69,TUROSS                                  ,Jan-46,       ,-36.2967,149.5107,GPS            ,NSW,970,      ,     ,1946,2015,98,99,  *,0,  *,0,#
st,69055,69,GREEN CAPE LIGHTHOUSE                   ,Jan-04,       ,-37.2614,150.0497,GPS            ,NSW,20,      ,     ,1904,2015,64,99,  *,0,1,0,#
st,69062,69,SNOWBALL                                ,01/1896,       ,-35.9446,149.5876,GPS            ,NSW,870,      ,     ,1896,2015,50,91,9,0,  *,0,#
st,69065,69,BROGO (HAWKS HEAD ROAD)                 ,Jan-62,       ,-36.5675,149.7509,GPS            ,NSW,265,      ,     ,1962,2015,92,98,1,0,1,0,#
st,69066,69,WYNDHAM POST OFFICE                     ,01/1890,       ,-36.9296,149.646,GPS            ,NSW,300,      ,     ,1890,2015,87,98,  *,0,2,0,#
st,69067,69,TUROSS HEAD (NELSON PDE)                ,Nov-01,       ,-36.0643,150.126,GPS            ,NSW,20,      ,     ,2001,2015,99,97,2,0,1,0,#
st,69068,69,WAPENGO (HUNTERS RD)                    ,Apr-02,       ,-36.6032,149.9985,GPS            ,NSW,10,      ,     ,2002,2015,99,97,2,0,1,0,#
st,69073,69,TOWAMBA (NUNGATTA ST)                   ,Jan-76,       ,-37.0876,149.6933,GPS            ,NSW,44,      ,     ,1976,2015,83,43,56,0,1,0,#
st,69088,69,COUNTEGANY (GAERLOCH)                   ,Jan-65,       ,-36.1935,149.4735,GPS            ,NSW,982,      ,     ,1965,2015,50,98,1,0,1,0,#
st,69099,69,NERRIGA (SWELLMANS LODGE)               ,Jan-69,       ,-35.0903,150.0656,GPS            ,NSW,573,      ,     ,1969,2013,95,95,4,0,2,0,#
st,69107,69,KAMERUKA (KAMERUKA ESTATE)              ,Jan-01,       ,-36.7385,149.7101,GPS            ,NSW,125,      ,     ,1901,2015,99,99,  *,0,1,0,#
st,69112,69,VERONA (SHILOH)                         ,Jan-72,       ,-36.4645,149.8224,GPS            ,NSW,223,      ,     ,1972,2015,89,99,1,0,1,0,#
st,69114,69,BROGO (BLANCHARDS ROAD)                 ,Jan-74,       ,-36.5404,149.8229,GPS            ,NSW,61,      ,     ,1974,2015,88,98,1,0,1,0,#
st,69121,69,BROOMAN (CARISBROOK)                    ,Jan-79,       ,-35.4411,150.2857,GPS            ,NSW,120,      ,     ,1979,2015,95,98,1,0,1,0,#
st,69122,69,DALMENY (BINALONG ST)                   ,Sep-09,       ,-36.1658,150.111,GPS            ,NSW,10,      ,     ,2009,2015,98,95,5,0,1,0,#
st,69127,69,ARALUEN LOWER (ARALUEN RD)              ,Jan-80,       ,-35.6867,149.8382,GPS            ,NSW,145,      ,     ,1980,2015,99,97,2,0,1,0,#
st,69128,69,NERRIGA AWS                             ,Jun-13,       ,-35.1103,150.0826,GPS            ,NSW,622,625.6,94943,2013,2015,99,64,36,0,0,0,#
st,69132,69,BRAIDWOOD RACECOURSE AWS                ,Jan-85,       ,-35.4253,149.7835,GPS            ,NSW,665.2,666,94927,1985,2015,90,69,31,  *,  *,0,#
st,69133,69,BEMBOKA (THE KNOB)                      ,Jan-85,       ,-36.6631,149.5139,               ,NSW,400,      ,     ,2006,2015,90,0,100,0,0,0,#
st,69134,69,BATEMANS BAY (CATALINA COUNTRY CLUB)    ,Nov-91,       ,-35.7234,150.1872,GPS            ,NSW,11,      ,94941,1985,2015,84,84,16,0,  *,0,#
st,69137,69,GREEN CAPE AWS                          ,Jan-91,       ,-37.2622,150.0504,GPS            ,NSW,19.4,20,94934,1994,2015,93,58,42,0,  *,0,#
st,69138,69,ULLADULLA AWS                           ,Jan-89,       ,-35.3635,150.4828,GPS            ,NSW,35.7,36.7,94938,1990,2015,99,67,33,0,  *,0,#
st,69139,69,BEGA AWS                                ,Mar-92,       ,-36.6722,149.8191,GPS            ,NSW,41,42,95931,1992,2015,97,69,31,0,  *,0,#
st,69140,69,BROGO DAM                               ,Feb-92,       ,-36.4948,149.7434,GPS            ,NSW,115,      ,     ,1992,2015,98,96,2,0,2,0,#
st,69142,69,MORUYA (KIORA)                          ,Jan-69,       ,-35.924,150.0362,GPS            ,NSW,20,      ,     ,1969,2015,62,61,38,0,1,0,#
st,69144,69,BLACK RANGE (GRANDVIEW LANE)            ,Dec-14,       ,-36.7253,149.8431,GPS            ,NSW,245,      ,     ,2014,2015,100,0,100,0,0,0,#
st,69145,69,MORUYA (PLUMWOOD)                       ,May-93,       ,-35.9775,149.8611,               ,NSW,930,      ,     ,2000,2015,92,0,100,0,0,0,#
st,69147,69,MERIMBULA AIRPORT AWS                   ,Feb-98,       ,-36.9077,149.8989,GPS            ,NSW,1.5,2,95929,1998,2015,99,66,34,  *,  *,0,#
st,69148,69,MORUYA AIRPORT AWS                      ,Sep-99,       ,-35.9004,150.1437,GPS            ,NSW,4,4.6,95937,1999,2015,98,66,34,0,  *,0,#
st,69149,69,CENTRAL TILBA (BRAESIDE)                ,Apr-03,       ,-36.2958,150.0701,GPS            ,NSW,85,      ,     ,2003,2015,99,97,2,0,1,0,#
st,69150,69,BRAIDWOOD (MONGARLOWE (LEWESTON))       ,Apr-98,       ,-35.3785,150.0032,GPS            ,NSW,670,      ,     ,2004,2015,100,98,2,0,1,0,#
st,69152,69,CATHCART (MOUNT DARRAGH)                ,Jun-95,       ,-36.8403,149.5214,GPS            ,NSW,880,      ,     ,2006,2015,91,0,100,0,0,0,#
st,69153,69,LOCHIEL (CARISBROOK FARM)               ,Aug-07,       ,-36.9784,149.8027,GPS            ,NSW,190,      ,     ,2007,2015,99,95,3,0,1,0,#
st,70000,70,AINSLIE TYSON ST                        ,Jan-35,       ,-35.2583,149.1424,GPS            ,NSW,585,      ,     ,1935,2015,99,99,  *,0,1,0,#
st,70005,70,BOMBALA (THERRY STREET)                 ,01/1885,       ,-36.9113,149.2379,GPS            ,NSW,705,      ,94928,1885,2015,99,96,3,0,  *,0,#
st,70008,70,TOMBONG (SNOWY RIVER @ BURNT HUT CROSSIN,Aug-02,       ,-36.8414,148.9314,               ,NSW,      ,      ,     ,2001,2004,42,0,100,0,0,0,#
st,70009,70,BUKALONG STATION                        ,01/1857,       ,-36.7969,149.1972,GPS            ,NSW,785,      ,     ,1879,2015,99,99,  *,0,  *,0,#
st,70011,70,BUNGENDORE POST OFFICE                  ,01/1890,       ,-35.2549,149.4446,GPS            ,NSW,698,      ,     ,1890,2015,97,99,  *,0,1,0,#
st,70012,70,BUNGONIA (INVERARY PARK)                ,01/1883,       ,-34.8996,149.9709,GPS            ,NSW,650,      ,     ,1883,2015,93,99,  *,0,  *,0,#
st,70013,70,BOMBALA (CAMBALONG)                     ,Jan-20,       ,-36.8878,149.1107,GPS            ,NSW,665,      ,     ,1920,2014,97,99,  *,0,  *,0,#
st,70016,70,CAPTAINS FLAT (FOXLOW ST)               ,01/1898,       ,-35.5889,149.4478,GPS            ,NSW,850,      ,     ,1898,2015,73,99,  *,0,  *,0,#
st,70018,70,ROWES (LITTLE PLAINS RIVER @ WELLESLEY) ,Jun-99,       ,-36.9969,149.0925,               ,NSW,      ,      ,     ,2000,2006,94,0,100,0,0,0,#
st,70025,70,CROOKWELL POST OFFICE                   ,01/1883,       ,-34.4578,149.4693,GPS            ,NSW,887,      ,     ,1883,2015,98,97,  *,  *,2,0,#
st,70027,70,DELEGATE (WEEWALLA)                     ,01/1889,       ,-37.0488,148.993,GPS            ,NSW,750,      ,     ,1889,2015,99,99,  *,0,1,0,#
st,70028,70,YASS (DERRINGULLEN)                     ,01/1898,       ,-34.742,148.8897,GPS            ,NSW,595,      ,     ,1898,2015,97,99,0,0,  *,0,#
st,70032,70,FAIRLIGHT STATION                       ,01/1884,       ,-35.2274,148.9139,GPS            ,NSW,610,      ,     ,1884,2015,98,99,  *,0,  *,0,#
st,70035,70,BUNGENDORE (GIDLEIGH)                   ,01/1886,       ,-35.3081,149.4726,GPS            ,NSW,725,      ,     ,1886,2015,99,99,  *,0,  *,0,#
st,70036,70,LAKE BATHURST (SOMERTON)                ,Jan-31,       ,-35.0138,149.6508,GPS            ,NSW,668,      ,     ,1931,2015,99,99,  *,0,1,0,#
st,70040,70,GOULBURN (CHERRYTON)                    ,Jan-45,       ,-34.6866,149.5535,GPS            ,NSW,725,      ,     ,1945,2015,86,95,5,0,  *,0,#
st,70043,70,GUNNING RURAL SUPPLIES                  ,01/1886,       ,-34.7823,149.2681,GPS            ,NSW,578,      ,     ,1886,2015,98,98,  *,0,1,0,#
st,70045,70,HALL (LOCHLEIGH)                        ,Jan-03,       ,-35.1548,149.057,GPS            ,NSW,634,      ,     ,1903,2015,99,99,  *,0,  *,0,#
st,70048,70,HOSKINTOWN RADIO OBSERVATORY            ,Jan-26,       ,-35.3705,149.4251,GPS            ,NSW,740,      ,     ,1926,2015,71,97,  *,0,3,0,#
st,70054,70,COOMA (KIAORA)                          ,Jan-04,       ,-36.2001,149.0602,GPS            ,NSW,870,      ,     ,1904,2015,79,99,  *,0,  *,0,#
st,70057,70,BRAIDWOOD (KRAWARREE)                   ,01/1898,       ,-35.8238,149.6331,GPS            ,NSW,730,      ,     ,1898,2015,99,99,  *,0,1,0,#
st,70060,70,LOWER BORO (CALDERWOOD)                 ,Jan-03,       ,-35.1559,149.7725,GPS            ,NSW,610,      ,     ,1910,2015,99,99,  *,0,1,0,#
st,70061,69,MAJORS CREEK (THE OLD SCHOOL)           ,01/1898,       ,-35.5646,149.7406,GPS            ,NSW,670,      ,     ,1898,2012,68,99,  *,0,  *,0,#
st,70063,70,MARULAN (GEORGE ST)                     ,01/1894,       ,-34.7139,150.0031,GPS            ,NSW,645,      ,     ,1894,2015,82,95,3,0,2,0,#
st,70064,70,MICHELAGO (SOGLIO)                      ,01/1884,       ,-35.6797,149.1601,GPS            ,NSW,758,      ,     ,1884,2015,99,99,  *,0,  *,0,#
st,70067,70,NIMMITABEL WASTEWATER TREATMENT FACILITY,01/1894,       ,-36.5112,149.2794,GPS            ,NSW,1075,      ,     ,1894,2015,98,98,  *,0,1,0,#
st,70069,70,CROOKWELL  (GUNDOWRINGA)                ,Jan-45,       ,-34.5438,149.574,GPS            ,NSW,838,      ,     ,1945,2015,99,99,  *,0,  *,0,#
st,70071,70,GOULBURN (POMEROY)                      ,Jan-01,       ,-34.6514,149.5024,GPS            ,NSW,685,      ,     ,1901,2015,95,99,  *,0,  *,0,#
st,70072,70,QUEANBEYAN BOWLING CLUB                 ,01/1870,       ,-35.3552,149.2292,GPS            ,NSW,580,      ,     ,1870,2015,98,99,  *,0,1,0,#
st,70073,70,CHAKOLA (RIVERSDALE)                    ,Jan-33,       ,-36.0329,149.1323,GPS            ,NSW,716,      ,     ,1933,2015,98,98,  *,0,2,0,#
st,70077,70,GOULBURN (SPRINGFIELD)                  ,Jan-30,       ,-34.9031,149.67,GPS            ,NSW,665,      ,     ,1930,2015,69,97,  *,0,2,0,#
st,70080,70,TARALGA POST OFFICE                     ,01/1882,       ,-34.4048,149.8197,GPS            ,NSW,845,      ,94735,1882,2015,98,97,3,0,  *,0,#
st,70082,70,TAYLORS FLAT (DAVISLEA)                 ,Jan-26,       ,-34.2745,149.0232,GPS            ,NSW,470,      ,     ,1926,2015,93,99,  *,0,  *,0,#
st,70083,70,THARWA GENERAL STORE                    ,Jan-38,       ,-35.509,149.0667,GPS            ,NSW,595,      ,     ,1938,2015,87,98,  *,0,1,0,#
st,70084,70,TOMBONG (HILLCREST)                     ,Jan-08,       ,-36.9325,148.9393,GPS            ,NSW,800,      ,     ,1908,2015,80,99,  *,0,1,0,#
st,70093,70,HUNTLY                                  ,Jan-56,       ,-35.2804,148.9783,GPS            ,NSW,580,      ,     ,1956,2015,99,99,  *,0,1,0,#
st,70097,70,BREADALBANE (OLD POST OFFICE)           ,01/1899,       ,-34.7916,149.4923,GPS            ,NSW,705,      ,     ,1899,2014,66,99,  *,0,  *,0,#
st,70098,70,BREDBO (BREDBO STATION)                 ,Jan-04,       ,-35.9702,149.1644,GPS            ,NSW,728,      ,     ,1904,2012,69,99,0,0,1,0,#
st,70105,70,MOUNT FAIRY (MERIGAN)                   ,01/1899,       ,-35.1671,149.5925,GPS            ,NSW,768,      ,     ,1899,2015,76,99,  *,  *,1,0,#
st,70106,70,CATHCART (OLD POST OFFICE)              ,01/1899,       ,-36.8439,149.3897,GPS            ,NSW,803,      ,     ,1899,2015,90,99,  *,0,  *,0,#
st,70107,70,DELEGATE STATION                        ,Jan-09,       ,-37.0476,148.9283,GPS            ,NSW,765,      ,     ,1920,2015,99,98,1,0,  *,0,#
st,70111,70,BIALA (ALVISON)                         ,Jan-38,       ,-34.5612,149.2497,GPS            ,NSW,705,      ,     ,1938,2015,99,99,  *,0,1,0,#
st,70112,70,DALTON POST OFFICE                      ,01/1898,       ,-34.7226,149.1816,GPS            ,NSW,530,      ,     ,1899,2015,62,98,  *,0,2,0,#
st,70115,70,COLLECTOR (LERIDA)                      ,Jan-61,       ,-34.8803,149.3623,GPS            ,NSW,865,      ,     ,1961,2012,99,99,  *,0,1,0,#
st,70117,70,DALTON (ROSE VALLEY)                    ,Jan-60,       ,-34.7169,149.1207,GPS            ,NSW,560,      ,     ,1960,2015,99,99,  *,0,  *,0,#
st,70119,70,BIG HILL (GLEN DUSK)                    ,Jan-44,       ,-34.5679,149.997,GPS            ,NSW,648,      ,     ,1944,2014,99,92,7,0,  *,0,#
st,70124,63,RICHLANDS (BOUVERIE)                    ,Jan-59,       ,-34.3024,149.8767,GPS            ,NSW,980,      ,     ,1959,2015,99,99,  *,0,  *,0,#
st,70131,70,WOODHOUSELEE (LEESTON)                  ,01/1879,       ,-34.545,149.6245,GPS            ,NSW,855,      ,     ,1879,2015,68,99,  *,0,  *,0,#
st,70135,70,MUMMELL (KANGAROOBIE)                   ,Jan-59,       ,-34.6608,149.6202,GPS            ,NSW,725,      ,     ,1959,2011,85,99,0,0,  *,0,#
st,70137,70,GURRUNDAH (WANDONGA)                    ,Jan-59,       ,-34.6681,149.433,GPS            ,NSW,852,      ,     ,1959,2013,99,97,0,0,3,0,#
st,70143,70,BRAYTON (LONGREACH)                     ,Jan-59,       ,-34.6389,149.9541,GPS            ,NSW,610,      ,     ,1959,2015,96,99,  *,0,1,0,#
st,70144,70,TARALGA (CIRCLE C)                      ,Jan-60,       ,-34.4084,149.8836,GPS            ,NSW,955,      ,     ,1960,2015,89,99,1,0,1,0,#
st,70147,70,GOULBURN (HILLWOOD)                     ,Jan-60,       ,-34.5604,149.7381,GPS            ,NSW,740,      ,     ,1960,2015,99,99,  *,0,  *,0,#
st,70153,70,DALGETY (SEVERN PARK)                   ,Jan-62,       ,-36.4645,148.9341,GPS            ,NSW,895,      ,     ,1962,2015,98,99,  *,0,  *,0,#
st,70161,70,COOMA (MYALLA)                          ,Jan-62,       ,-36.425,149.1139,GPS            ,NSW,1042,      ,     ,1962,2015,99,98,1,0,1,0,#
st,70165,70,ROCK FLAT (OLD POST OFFICE)             ,Jan-59,       ,-36.3541,149.198,GPS            ,NSW,893,      ,     ,1962,2015,99,99,  *,0,1,0,#
st,70169,70,GINNINDERRA CSIRO                       ,Jan-62,       ,-35.1966,149.084,GPS            ,NSW,600,      ,     ,1962,2015,96,96,0,0,4,0,#
st,70171,70,RUGBY (CAROVALE)                        ,Jan-04,       ,-34.394,148.9943,GPS            ,NSW,580,      ,     ,1904,2015,69,99,0,0,  *,0,#
st,70174,70,WINDELLAMA (PINDAROO)                   ,Dec-99,       ,-34.9596,149.8551,GPS            ,NSW,650,      ,     ,1999,2015,90,94,3,0,3,0,#
st,70199,70,NUMERALLA (BADJA COMPOSITE)             ,Jan-65,       ,-36.0767,149.5134,GPS            ,NSW,1040,      ,     ,1965,2015,99,97,  *,0,3,0,#
st,70208,70,CRAIGIE (FINCHLEY)                      ,Jan-67,       ,-37.1346,149.0603,GPS            ,NSW,845,      ,     ,1967,2015,99,99,1,0,1,0,#
st,70213,70,GURRUNDAH (ASHWELL)                     ,Jan-67,       ,-34.6479,149.3958,GPS            ,NSW,825,      ,     ,1967,2015,96,98,1,0,1,0,#
st,70214,70,PARKERS GAP                             ,Apr-01,       ,-35.6311,149.5,               ,NSW,1249,      ,     ,2001,2015,96,0,100,0,0,0,#
st,70217,70,COOMA AIRPORT AWS                       ,Jan-67,       ,-36.2939,148.9725,GPS            ,NSW,930,931,94921,1982,2015,98,70,30,0,  *,0,#
st,70219,69,BRAIDWOOD (KHAN YUNIS)                  ,Jan-66,       ,-35.8627,149.6395,GPS            ,NSW,745,      ,     ,1966,2015,85,99,0,0,1,0,#
st,70220,70,BOOROWA POST OFFICE                     ,01/1897,       ,-34.4382,148.7158,GPS            ,NSW,488,      ,     ,1897,2015,98,98,  *,0,1,0,#
st,70225,70,CROOKWELL (HOLBOROW STREET)             ,Jul-97,       ,-34.4582,149.4599,GPS            ,NSW,895,      ,     ,1997,2015,95,94,1,0,5,0,#
st,70229,70,QUIALIGO (BULLAMALITO AVE)              ,Aug-09,       ,-34.9357,149.7885,GPS            ,NSW,740,      ,     ,2009,2013,71,97,0,  *,2,0,#
st,70231,70,STROMLO FOREST                          ,Jan-68,       ,-35.3266,149.0492,GPS            ,NSW,605,      ,     ,1968,2015,89,96,1,0,4,0,#
st,70232,70,SUTTON (UBA)                            ,Jan-70,       ,-35.2451,149.2613,GPS            ,NSW,695,      ,     ,1970,2015,99,99,1,0,  *,0,#
st,70233,70,SUTTON THE ANCHORAGE                    ,Jan-70,       ,-35.2189,149.2754,GPS            ,NSW,725,      ,     ,1970,2015,99,98,  *,0,2,0,#
st,70237,70,NIMMITABEL (COTTESLOE)                  ,Jan-71,       ,-36.5902,149.3824,GPS            ,NSW,1190,      ,     ,1971,2015,93,68,32,0,  *,0,#
st,70239,70,DELEGATE (WALLENDIBBY EAST)             ,Jan-43,       ,-36.8984,148.7425,GPS            ,NSW,830,      ,     ,1944,2009,61,98,0,0,2,0,#
st,70242,70,ARANDA (BINDAGA ST)                     ,Jan-71,       ,-35.2572,149.0742,GPS            ,NSW,630,      ,     ,1971,2015,99,99,1,0,  *,0,#
st,70246,70,CANBERRA PARLIAMENT HOUSE               ,Jan-68,       ,-35.3099,149.1267,GPS            ,NSW,585,      ,     ,1968,2015,90,96,1,0,3,0,#
st,70247,70,CANBERRA (AUSTRALIAN NATIONAL BOTANIC GA,Jan-68,       ,-35.2776,149.1095,GPS            ,NSW,585,      ,     ,1968,2015,99,99,1,0,  *,0,#
st,70255,70,MITCHELL (EXHIBITION PARK)              ,Jan-71,       ,-35.2281,149.145,GPS            ,NSW,581,      ,     ,1971,2015,95,98,1,0,2,0,#
st,70256,70,MAWSON (BERNACCHI ST)                   ,Jan-71,       ,-35.3621,149.0973,MAP 1:25 000   ,NSW,628,      ,     ,1971,2015,85,98,1,0,1,0,#
st,70261,70,JERRABATTGULLA (GILSTON)                ,Jan-71,       ,-35.6904,149.5869,GPS            ,NSW,725,      ,     ,1971,2015,99,99,1,0,1,0,#
st,70263,70,GOULBURN TAFE                           ,Sep-71,       ,-34.7495,149.7034,GPS            ,NSW,670,      ,94716,1971,2015,92,99,1,0,  *,0,#
st,70268,70,YASS (CAVAN WEST)                       ,Jan-70,       ,-35.0156,148.7948,GPS            ,NSW,516,      ,     ,1970,2010,91,98,  *,0,1,0,#
st,70269,70,MARULAN (JOHNNIEFELDS)                  ,Jan-72,       ,-34.6653,149.9888,GPS            ,NSW,630,      ,     ,1972,2015,85,99,1,0,1,0,#
st,70270,70,COOMA (WOODEND)                         ,Jan-73,       ,-36.2118,149.2653,GPS            ,NSW,855,      ,     ,1973,2013,87,96,3,0,1,0,#
st,70277,70,MELBA (VERBRUGGHEN STREET)              ,Jan-73,       ,-35.2115,149.0506,GPS            ,NSW,580,      ,     ,1973,2015,99,98,1,0,1,0,#
st,70278,70,COOMA VISITORS CENTRE                   ,Jan-73,       ,-36.2318,149.1243,GPS            ,NSW,778,      ,94923,1973,2015,99,96,3,  *,1,0,#
st,70290,70,COLLECTOR (WINDERADEEN)                 ,Jan-76,       ,-34.9398,149.4269,GPS            ,NSW,700,      ,     ,1976,2015,99,99,  *,0,  *,0,#
st,70295,70,BEVENDALE (RIVERVIEW)                   ,Jan-78,       ,-34.5327,149.1208,GPS            ,NSW,495,      ,     ,1978,2015,99,99,1,0,1,0,#
st,70296,70,DALTON (MILVERTON)                      ,Jan-78,       ,-34.7153,148.9924,GPS            ,NSW,600,      ,     ,1978,2015,99,98,1,0,2,0,#
st,70299,70,NUMERALLA (GLOCCA MORRA)                ,Jan-68,       ,-36.1827,149.3467,GPS            ,NSW,750,      ,     ,1968,2015,92,97,1,0,2,0,#
st,70307,70,BRUCE (AUSTRALIAN INSTITUTE OF SPORT)   ,Jan-81,       ,-35.2459,149.1067,GPS            ,NSW,610,      ,     ,1981,2015,95,98,1,  *,2,0,#
st,70308,70,TORRENS (DARKE ST)                      ,Jan-71,       ,-35.3757,149.087,GPS            ,NSW,653,      ,     ,1981,2015,90,98,1,0,2,0,#
st,70309,70,DELEGATE RIVER AT QUIDONG               ,Jan-51,       ,-36.9131,149.0372,GPS            ,NSW,650,      ,     ,2000,2015,74,0,100,0,0,0,#
st,70316,70,BENDORA DAM                             ,Jan-66,       ,-35.4424,148.8296,GPS            ,NSW,815,      ,     ,1974,2014,87,83,10,  *,7,0,#
st,70321,70,JERANGLE (LYONS CREEK)                  ,Jan-85,       ,-35.7469,149.3514,GPS            ,NSW,1060,      ,     ,1985,2015,99,97,1,0,3,0,#
st,70325,70,WOLLONDILLY (RIVER VIEW)                ,Jan-73,       ,-34.3513,150.081,GPS            ,NSW,270,      ,     ,1973,2015,87,99,  *,0,  *,0,#
st,70326,70,CRAIGIE (BONDI FOREST LODGE)            ,Jan-30,       ,-37.1473,149.1496,GPS            ,NSW,790,      ,     ,1930,2015,97,97,  *,0,2,0,#
st,70327,70,GUNDAROO STORE                          ,Jan-87,       ,-35.0277,149.264,GPS            ,NSW,580,      ,     ,1987,2014,97,98,  *,  *,2,0,#
st,70328,70,BOMBALA AWS                             ,Jan-88,       ,-37.0016,149.2336,GPS            ,NSW,760.5,761.5,94929,1990,2015,96,67,33,0,  *,0,#
st,70330,70,GOULBURN AIRPORT AWS                    ,Nov-88,       ,-34.8085,149.7311,GPS            ,NSW,640,640.8,95716,1990,2015,98,67,33,0,  *,0,#
st,70331,70,LANYON HOUSE                            ,Jan-89,       ,-35.4915,149.0732,GPS            ,NSW,573,      ,     ,1989,2011,99,98,  *,0,2,0,#
